index,game_id,turn_id,player_id,player_name,stage,sub_stage,stage_int,position_int,position_code_1,position_code_2,cards,flop,turn,river,action,action_int,action_flag,amount_raised,amount_required,amount_committed,amount_finish,nb_players_left,nb_previous_raise,nb_straight_player_cards,nb_straight_community_cards,nb_flush_player_cards,nb_flush_community_cards,chen_score,cards_score,pct_score,nb_pairs_community_cards,nb_sets_community_cards,nb_quads_community_cards
0,100_0,1,p3,MrWhite,preflop,1,1,3,UTG,MP,9c3d,7d5h9d,7c,Qh,F,0,0,0,100,0,10000.0,6,0,1,0,1,0,0.0,7444,0.0,0,0,0
1,100_0,2,p4,MrPink,preflop,1,1,4,MP,MP,Ah4h,7d5h9d,7c,Qh,R,2,1,210,100,0,9790.0,5,0,2,0,2,0,7.0,6678,-0.021,0,0,0
2,100_0,3,p5,MrBrown,preflop,1,1,5,CO,LP,Th5s,7d5h9d,7c,Qh,F,0,0,0,210,0,10000.0,5,0,1,0,1,0,0.0,7410,0.0,0,0,0
3,100_0,4,p6,Pluribus,preflop,1,1,6,BTN,LP,6c7s,7d5h9d,7c,Qh,F,0,0,0,210,0,10000.0,4,0,2,0,1,0,3.5,7461,0.0,0,0,0
4,100_0,5,p1,MrBlue,preflop,1,1,1,SB,EP,TcQc,7d5h9d,7c,Qh,C,1,1,0,160,50,10310.0,3,0,2,0,2,0,9.0,7146,0.031,0,0,0
5,100_0,6,p2,MrBlonde,preflop,1,1,2,BB,EP,8s4c,7d5h9d,7c,Qh,F,0,0,0,110,100,9900.0,3,0,2,0,1,0,0.0,7458,-0.01,0,0,0
6,100_0,19,p1,MrBlue,flop,1,4,1,SB,EP,TcQc,7d5h9d,7c,Qh,C,1,1,0,0,210,10310.0,2,0,3,3,2,2,9.0,7098,0.031,0,0,0
7,100_0,22,p4,MrPink,flop,1,4,4,MP,MP,Ah4h,7d5h9d,7c,Qh,C,1,1,0,0,210,9790.0,2,1,3,3,3,2,7.0,6629,-0.021,0,0,0
8,100_0,37,p1,MrBlue,turn,1,7,1,SB,EP,TcQc,7d5h9d,7c,Qh,C,1,1,0,0,210,10310.0,2,0,3,3,3,2,9.0,4974,0.031,1,0,0
9,100_0,40,p4,MrPink,turn,1,7,4,MP,MP,Ah4h,7d5h9d,7c,Qh,C,1,1,0,0,210,9790.0,2,1,3,3,3,2,7.0,4902,-0.021,1,0,0
10,100_0,55,p1,MrBlue,river,1,10,1,SB,EP,TcQc,7d5h9d,7c,Qh,R,2,1,230,0,210,10310.0,2,0,3,3,3,2,9.0,2768,0.031,1,0,0
11,100_0,58,p4,MrPink,river,1,10,4,MP,MP,Ah4h,7d5h9d,7c,Qh,F,0,0,0,230,210,9790.0,2,1,3,3,4,2,7.0,4878,-0.021,1,0,0
12,100_1,1,p3,MrPink,preflop,1,1,3,UTG,MP,KcJh,7s9cTc,2c,,R,2,1,210,100,0,10495.0,6,0,2,0,1,0,8.0,6881,0.0495,0,0,0
13,100_1,2,p4,MrBrown,preflop,1,1,4,MP,MP,8hQc,7s9cTc,2c,,F,0,0,0,210,0,10000.0,6,0,2,0,1,0,3.0,7201,0.0,0,0,0
14,100_1,3,p5,Pluribus,preflop,1,1,5,CO,LP,7hKh,7s9cTc,2c,,F,0,0,0,210,0,10000.0,5,0,1,0,2,0,5.0,7002,0.0,0,0,0
15,100_1,4,p6,MrBlue,preflop,1,1,6,BTN,LP,Ks3c,7s9cTc,2c,,F,0,0,0,210,0,10000.0,4,0,1,0,1,0,3.0,7007,0.0,0,0,0
16,100_1,5,p1,MrBlonde,preflop,1,1,1,SB,EP,Qh5c,7s9cTc,2c,,F,0,0,0,160,50,9950.0,3,0,1,0,1,0,2.0,7216,-0.005,0,0,0
17,100_1,6,p2,MrWhite,preflop,1,1,2,BB,EP,9h6h,7s9cTc,2c,,C,1,1,0,110,100,9555.0,2,0,2,0,2,0,4.5,7443,-0.0445,0,0,0
18,100_1,20,p2,MrWhite,flop,1,4,2,BB,EP,9h6h,7s9cTc,2c,,C,1,1,0,0,210,9555.0,2,0,4,3,2,2,4.5,4596,-0.0445,0,0,0
19,100_1,21,p3,MrPink,flop,1,4,3,UTG,MP,KcJh,7s9cTc,2c,,R,2,1,235,0,210,10495.0,2,1,4,3,3,2,8.0,6799,0.0495,0,0,0
20,100_1,26,p2,MrWhite,flop,2,5,2,BB,EP,9h6h,7s9cTc,2c,,C,1,1,0,235,210,9555.0,2,0,4,3,2,2,4.5,4596,-0.0445,0,0,0
21,100_1,38,p2,MrWhite,turn,1,7,2,BB,EP,9h6h,7s9cTc,2c,,C,1,1,0,0,445,9555.0,2,0,4,3,3,3,4.5,4596,-0.0445,0,0,0
22,100_1,39,p3,MrPink,turn,1,7,3,UTG,MP,KcJh,7s9cTc,2c,,R,2,1,600,0,445,10495.0,2,2,4,3,4,3,8.0,6799,0.0495,0,0,0
23,100_1,44,p2,MrWhite,turn,2,8,2,BB,EP,9h6h,7s9cTc,2c,,F,0,0,0,600,445,9555.0,2,0,4,3,3,3,4.5,4596,-0.0445,0,0,0
24,100_10,1,p3,MrBlue,preflop,1,1,3,UTG,MP,8h2c,4d6sTh,,,F,0,0,0,100,0,10000.0,6,0,1,0,1,0,0.0,7458,0.0,0,0,0
25,100_10,2,p4,MrBlonde,preflop,1,1,4,MP,MP,6c4h,4d6sTh,,,F,0,0,0,100,0,10000.0,5,0,2,0,1,0,2.0,7461,0.0,0,0,0
26,100_10,3,p5,MrWhite,preflop,1,1,5,CO,LP,JcQd,4d6sTh,,,R,2,1,250,100,0,10300.0,4,0,2,0,1,0,8.0,7090,0.03,0,0,0
27,100_10,4,p6,MrPink,preflop,1,1,6,BTN,LP,Kc9s,4d6sTh,,,F,0,0,0,250,0,10000.0,4,0,2,0,1,0,4.0,6972,0.0,0,0,0
28,100_10,5,p1,MrBrown,preflop,1,1,1,SB,EP,4sAd,4d6sTh,,,F,0,0,0,200,50,9950.0,3,0,2,0,1,0,5.0,6678,-0.005,0,0,0
29,100_10,6,p2,Pluribus,preflop,1,1,2,BB,EP,KsQh,4d6sTh,,,C,1,1,0,150,100,9750.0,2,0,2,0,1,0,9.0,6797,-0.025,0,0,0
30,100_10,20,p2,Pluribus,flop,1,4,2,BB,EP,KsQh,4d6sTh,,,C,1,1,0,0,250,9750.0,2,0,3,2,2,1,9.0,6733,-0.025,0,0,0
31,100_10,23,p5,MrWhite,flop,1,4,5,CO,LP,JcQd,4d6sTh,,,R,2,1,300,0,250,10300.0,2,1,3,2,2,1,8.0,7026,0.03,0,0,0
32,100_10,26,p2,Pluribus,flop,2,5,2,BB,EP,KsQh,4d6sTh,,,F,0,0,0,300,250,9750.0,2,0,3,2,2,1,9.0,6733,-0.025,0,0,0
33,100_11,1,p3,MrBlonde,preflop,1,1,3,UTG,MP,4cKh,5d6h2h,3h,Js,F,0,0,0,100,0,10000.0,6,0,1,0,1,0,3.0,7007,0.0,0,0,0
34,100_11,2,p4,MrWhite,preflop,1,1,4,MP,MP,2s4s,5d6h2h,3h,Js,F,0,0,0,100,0,10000.0,5,0,2,0,2,0,3.0,7462,0.0,0,0,0
35,100_11,3,p5,MrPink,preflop,1,1,5,CO,LP,2c9c,5d6h2h,3h,Js,F,0,0,0,100,0,10000.0,4,0,1,0,2,0,1.5,7444,0.0,0,0,0
36,100_11,4,p6,MrBrown,preflop,1,1,6,BTN,LP,4dKc,5d6h2h,3h,Js,F,0,0,0,100,0,10000.0,3,0,1,0,1,0,3.0,7007,0.0,0,0,0
37,100_11,5,p1,Pluribus,preflop,1,1,1,SB,EP,4hAc,5d6h2h,3h,Js,C,1,1,0,50,50,10530.0,2,0,2,0,1,0,5.0,6678,0.053,0,0,0
38,100_11,6,p2,MrBlue,preflop,1,1,2,BB,EP,Ah6s,5d6h2h,3h,Js,C,1,1,0,0,100,9470.0,2,0,1,0,1,0,5.0,6678,-0.053,0,0,0
39,100_11,19,p1,Pluribus,flop,1,4,1,SB,EP,4hAc,5d6h2h,3h,Js,C,1,1,0,0,100,10530.0,2,0,4,3,3,2,5.0,6676,0.053,0,0,0
40,100_11,20,p2,MrBlue,flop,1,4,2,BB,EP,Ah6s,5d6h2h,3h,Js,R,2,1,130,0,100,9470.0,2,0,3,3,3,2,5.0,5137,-0.053,0,0,0
41,100_11,25,p1,Pluribus,flop,2,5,1,SB,EP,4hAc,5d6h2h,3h,Js,C,1,1,0,130,100,10530.0,2,0,4,3,3,2,5.0,6676,0.053,0,0,0
42,100_11,37,p1,Pluribus,turn,1,7,1,SB,EP,4hAc,5d6h2h,3h,Js,C,1,1,0,0,230,10530.0,2,0,5,4,4,3,5.0,1608,0.053,0,0,0
43,100_11,38,p2,MrBlue,turn,1,7,2,BB,EP,Ah6s,5d6h2h,3h,Js,R,2,1,300,0,230,9470.0,2,1,4,4,4,3,5.0,5136,-0.053,0,0,0
44,100_11,43,p1,Pluribus,turn,2,8,1,SB,EP,4hAc,5d6h2h,3h,Js,C,1,1,0,300,230,10530.0,2,0,5,4,4,3,5.0,1608,0.053,0,0,0
45,100_11,55,p1,Pluribus,river,1,10,1,SB,EP,4hAc,5d6h2h,3h,Js,C,1,1,0,0,530,10530.0,2,0,5,4,4,3,5.0,1608,0.053,0,0,0
46,100_11,56,p2,MrBlue,river,1,10,2,BB,EP,Ah6s,5d6h2h,3h,Js,C,1,1,0,0,530,9470.0,2,2,4,4,4,3,5.0,5109,-0.053,0,0,0
47,100_12,1,p3,MrWhite,preflop,1,1,3,UTG,MP,AsJh,6d6h5c,3h,Tc,R,2,1,250,100,0,9750.0,6,0,2,0,1,0,8.0,6553,-0.025,0,0,0
48,100_12,2,p4,MrPink,preflop,1,1,4,MP,MP,3c2s,6d6h5c,3h,Tc,F,0,0,0,250,0,10000.0,6,0,2,0,1,0,1.5,7462,0.0,0,0,0
49,100_12,3,p5,MrBrown,preflop,1,1,5,CO,LP,7d4s,6d6h5c,3h,Tc,F,0,0,0,250,0,10000.0,5,0,2,0,1,0,1.5,7462,0.0,0,0,0
50,100_12,4,p6,Pluribus,preflop,1,1,6,BTN,LP,AdTd,6d6h5c,3h,Tc,C,1,1,0,250,0,10550.0,4,0,2,0,2,0,8.0,6609,0.055,0,0,0
51,100_12,5,p1,MrBlue,preflop,1,1,1,SB,EP,Qc5s,6d6h5c,3h,Tc,F,0,0,0,200,50,9950.0,4,0,1,0,1,0,2.0,7216,-0.005,0,0,0
52,100_12,6,p2,MrBlonde,preflop,1,1,2,BB,EP,Qd9d,6d6h5c,3h,Tc,C,1,1,0,150,100,9750.0,3,0,2,0,2,0,7.0,7181,-0.025,0,0,0
53,100_12,20,p2,MrBlonde,flop,1,4,2,BB,EP,Qd9d,6d6h5c,3h,Tc,C,1,1,0,0,250,9750.0,3,0,3,2,3,1,7.0,5203,-0.025,1,0,0
54,100_12,21,p3,MrWhite,flop,1,4,3,UTG,MP,AsJh,6d6h5c,3h,Tc,C,1,1,0,0,250,9750.0,3,1,2,2,2,1,8.0,5109,-0.025,1,0,0
55,100_12,24,p6,Pluribus,flop,1,4,6,BTN,LP,AdTd,6d6h5c,3h,Tc,C,1,1,0,0,250,10550.0,3,0,2,2,3,1,8.0,5116,0.055,1,0,0
56,100_12,38,p2,MrBlonde,turn,1,7,2,BB,EP,Qd9d,6d6h5c,3h,Tc,C,1,1,0,0,250,9750.0,3,0,3,3,3,2,7.0,5203,-0.025,1,0,0
57,100_12,39,p3,MrWhite,turn,1,7,3,UTG,MP,AsJh,6d6h5c,3h,Tc,C,1,1,0,0,250,9750.0,3,1,3,3,3,2,8.0,5109,-0.025,1,0,0
58,100_12,42,p6,Pluribus,turn,1,7,6,BTN,LP,AdTd,6d6h5c,3h,Tc,C,1,1,0,0,250,10550.0,3,0,3,3,3,2,8.0,5116,0.055,1,0,0
59,100_12,56,p2,MrBlonde,river,1,10,2,BB,EP,Qd9d,6d6h5c,3h,Tc,C,1,1,0,0,250,9750.0,3,0,3,3,3,2,7.0,5194,-0.025,1,0,0
60,100_12,57,p3,MrWhite,river,1,10,3,UTG,MP,AsJh,6d6h5c,3h,Tc,C,1,1,0,0,250,9750.0,3,1,3,3,3,2,8.0,5105,-0.025,1,0,0
61,100_12,60,p6,Pluribus,river,1,10,6,BTN,LP,AdTd,6d6h5c,3h,Tc,R,2,1,800,0,250,10550.0,3,0,3,3,3,2,8.0,2963,0.055,1,0,0
62,100_12,62,p2,MrBlonde,river,2,11,2,BB,EP,Qd9d,6d6h5c,3h,Tc,F,0,0,0,800,250,9750.0,3,0,3,3,3,2,7.0,5194,-0.025,1,0,0
63,100_12,63,p3,MrWhite,river,2,11,3,UTG,MP,AsJh,6d6h5c,3h,Tc,F,0,0,0,800,250,9750.0,2,1,3,3,3,2,8.0,5105,-0.025,1,0,0
64,100_13,1,p3,MrPink,preflop,1,1,3,UTG,MP,AcTs,4c3d5h,Qc,,R,2,1,210,100,0,9790.0,6,0,2,0,1,0,6.0,6609,-0.021,0,0,0
65,100_13,2,p4,MrBrown,preflop,1,1,4,MP,MP,KdJh,4c3d5h,Qc,,F,0,0,0,210,0,10000.0,6,0,2,0,1,0,8.0,6881,0.0,0,0,0
66,100_13,3,p5,Pluribus,preflop,1,1,5,CO,LP,7d4d,4c3d5h,Qc,,F,0,0,0,210,0,10000.0,5,0,2,0,2,0,3.5,7462,0.0,0,0,0
67,100_13,4,p6,MrBlue,preflop,1,1,6,BTN,LP,Kh5s,4c3d5h,Qc,,F,0,0,0,210,0,10000.0,4,0,1,0,1,0,3.0,7007,0.0,0,0,0
68,100_13,5,p1,MrBlonde,preflop,1,1,1,SB,EP,3s4s,4c3d5h,Qc,,F,0,0,0,160,50,9950.0,3,0,2,0,2,0,4.0,7462,-0.005,0,0,0
69,100_13,6,p2,MrWhite,preflop,1,1,2,BB,EP,9hQd,4c3d5h,Qc,,C,1,1,0,110,100,10260.0,2,0,2,0,1,0,5.0,7181,0.026,0,0,0
70,100_13,20,p2,MrWhite,flop,1,4,2,BB,EP,9hQd,4c3d5h,Qc,,C,1,1,0,0,210,10260.0,2,0,3,3,2,1,5.0,7178,0.026,0,0,0
71,100_13,21,p3,MrPink,flop,1,4,3,UTG,MP,AcTs,4c3d5h,Qc,,C,1,1,0,0,210,9790.0,2,1,4,3,2,1,6.0,6606,-0.021,0,0,0
72,100_13,38,p2,MrWhite,turn,1,7,2,BB,EP,9hQd,4c3d5h,Qc,,R,2,1,400,0,210,10260.0,2,0,3,3,2,2,5.0,3945,0.026,0,0,0
73,100_13,39,p3,MrPink,turn,1,7,3,UTG,MP,AcTs,4c3d5h,Qc,,F,0,0,0,400,210,9790.0,2,1,4,3,3,2,6.0,6408,-0.021,0,0,0
74,100_14,1,p3,MrBrown,preflop,1,1,3,UTG,MP,Kh7h,3s3dAd,Qc,Td,F,0,0,0,100,0,10000.0,6,0,1,0,2,0,5.0,7002,0.0,0,0,0
75,100_14,2,p4,Pluribus,preflop,1,1,4,MP,MP,9sQs,3s3dAd,Qc,Td,R,2,1,200,100,0,10350.0,5,0,2,0,2,0,7.0,7181,0.035,0,0,0
76,100_14,3,p5,MrBlue,preflop,1,1,5,CO,LP,2d2h,3s3dAd,Qc,Td,C,1,1,0,200,0,9800.0,5,0,1,0,1,0,5.0,6185,-0.02,0,0,0
77,100_14,4,p6,MrBlonde,preflop,1,1,6,BTN,LP,5dTh,3s3dAd,Qc,Td,F,0,0,0,200,0,10000.0,5,0,1,0,1,0,0.0,7410,0.0,0,0,0
78,100_14,5,p1,MrWhite,preflop,1,1,1,SB,EP,4cJs,3s3dAd,Qc,Td,F,0,0,0,150,50,9950.0,4,0,1,0,1,0,1.0,7341,-0.005,0,0,0
79,100_14,6,p2,MrPink,preflop,1,1,2,BB,EP,5s9h,3s3dAd,Qc,Td,F,0,0,0,100,100,9900.0,3,0,2,0,1,0,0.5,7444,-0.01,0,0,0
80,100_14,22,p4,Pluribus,flop,1,4,4,MP,MP,9sQs,3s3dAd,Qc,Td,C,1,1,0,0,200,10350.0,2,1,2,2,3,2,7.0,5758,0.035,1,0,0
81,100_14,23,p5,MrBlue,flop,1,4,5,CO,LP,2d2h,3s3dAd,Qc,Td,C,1,1,0,0,200,9800.0,2,0,3,2,3,2,5.0,3315,-0.02,1,0,0
82,100_14,40,p4,Pluribus,turn,1,7,4,MP,MP,9sQs,3s3dAd,Qc,Td,C,1,1,0,0,200,10350.0,2,1,2,2,3,2,7.0,2809,0.035,1,0,0
83,100_14,41,p5,MrBlue,turn,1,7,5,CO,LP,2d2h,3s3dAd,Qc,Td,C,1,1,0,0,200,9800.0,2,0,3,2,3,2,5.0,3315,-0.02,1,0,0
84,100_14,58,p4,Pluribus,river,1,10,4,MP,MP,9sQs,3s3dAd,Qc,Td,C,1,1,0,0,200,10350.0,2,1,3,3,3,3,7.0,2809,0.035,1,0,0
85,100_14,59,p5,MrBlue,river,1,10,5,CO,LP,2d2h,3s3dAd,Qc,Td,C,1,1,0,0,200,9800.0,2,0,3,3,4,3,5.0,3315,-0.02,1,0,0
86,100_15,1,p3,Pluribus,preflop,1,1,3,UTG,MP,6sQd,9sAdAc,,,F,0,0,0,100,0,10000.0,6,0,1,0,1,0,2.0,7215,0.0,0,0,0
87,100_15,2,p4,MrBlue,preflop,1,1,4,MP,MP,TcKh,9sAdAc,,,F,0,0,0,100,0,10000.0,5,0,2,0,1,0,6.0,6937,0.0,0,0,0
88,100_15,3,p5,MrBlonde,preflop,1,1,5,CO,LP,8h7h,9sAdAc,,,R,2,1,250,100,0,9750.0,4,0,2,0,2,0,6.0,7453,-0.025,0,0,0
89,100_15,4,p6,MrWhite,preflop,1,1,6,BTN,LP,9c7c,9sAdAc,,,C,1,1,0,250,0,10550.0,4,0,2,0,2,0,5.5,7439,0.055,0,0,0
90,100_15,5,p1,MrPink,preflop,1,1,1,SB,EP,Jd9d,9sAdAc,,,F,0,0,0,200,50,9950.0,4,0,2,0,2,0,7.0,7306,-0.005,0,0,0
91,100_15,6,p2,MrBrown,preflop,1,1,2,BB,EP,2h2d,9sAdAc,,,C,1,1,0,150,100,9750.0,3,0,1,0,1,0,5.0,6185,-0.025,0,0,0
92,100_15,20,p2,MrBrown,flop,1,4,2,BB,EP,2h2d,9sAdAc,,,C,1,1,0,0,250,9750.0,3,0,2,1,2,1,5.0,2593,-0.025,1,0,0
93,100_15,23,p5,MrBlonde,flop,1,4,5,CO,LP,8h7h,9sAdAc,,,C,1,1,0,0,250,9750.0,3,1,3,1,2,1,6.0,3490,-0.025,1,0,0
94,100_15,24,p6,MrWhite,flop,1,4,6,BTN,LP,9c7c,9sAdAc,,,R,2,1,300,0,250,10550.0,3,0,2,1,3,1,5.5,2517,0.055,1,0,0
95,100_15,26,p2,MrBrown,flop,2,5,2,BB,EP,2h2d,9sAdAc,,,F,0,0,0,300,250,9750.0,3,0,2,1,2,1,5.0,2593,-0.025,1,0,0
96,100_15,29,p5,MrBlonde,flop,2,5,5,CO,LP,8h7h,9sAdAc,,,F,0,0,0,300,250,9750.0,2,1,3,1,2,1,6.0,3490,-0.025,1,0,0
97,100_16,1,p3,MrBlue,preflop,1,1,3,UTG,MP,2h8h,,,,F,0,0,0,100,0,10000.0,6,0,1,0,2,0,1.0,7458,0.0,0,0,0
98,100_16,2,p4,MrBlonde,preflop,1,1,4,MP,MP,Qc4c,,,,F,0,0,0,100,0,10000.0,5,0,1,0,2,0,4.0,7216,0.0,0,0,0
99,100_16,3,p5,MrWhite,preflop,1,1,5,CO,LP,4h5h,,,,R,2,1,250,100,0,10150.0,4,0,2,0,2,0,4.5,7462,0.015,0,0,0
100,100_16,4,p6,MrPink,preflop,1,1,6,BTN,LP,6h5d,,,,F,0,0,0,250,0,10000.0,4,0,2,0,1,0,3.0,7460,0.0,0,0,0
101,100_16,5,p1,MrBrown,preflop,1,1,1,SB,EP,Th3s,,,,F,0,0,0,200,50,9950.0,3,0,1,0,1,0,0.0,7410,-0.005,0,0,0
102,100_16,6,p2,Pluribus,preflop,1,1,2,BB,EP,3h6c,,,,F,0,0,0,150,100,9900.0,2,0,2,0,1,0,1.0,7461,-0.01,0,0,0
103,100_17,1,p3,MrBlonde,preflop,1,1,3,UTG,MP,2c2s,5s7sQd,5c,Js,F,0,0,0,100,0,10000.0,6,0,1,0,1,0,5.0,6185,0.0,0,0,0
104,100_17,2,p4,MrWhite,preflop,1,1,4,MP,MP,8sQc,5s7sQd,5c,Js,F,0,0,0,100,0,10000.0,5,0,2,0,1,0,3.0,7201,0.0,0,0,0
105,100_17,3,p5,MrPink,preflop,1,1,5,CO,LP,3dTc,5s7sQd,5c,Js,F,0,0,0,100,0,10000.0,4,0,1,0,1,0,0.0,7410,0.0,0,0,0
106,100_17,4,p6,MrBrown,preflop,1,1,6,BTN,LP,3c6h,5s7sQd,5c,Js,F,0,0,0,100,0,10000.0,3,0,2,0,1,0,1.0,7461,0.0,0,0,0
107,100_17,5,p1,Pluribus,preflop,1,1,1,SB,EP,6c5d,5s7sQd,5c,Js,C,1,1,0,50,50,10250.0,2,0,2,0,1,0,3.0,7460,0.025,0,0,0
108,100_17,6,p2,MrBlue,preflop,1,1,2,BB,EP,8d4h,5s7sQd,5c,Js,C,1,1,0,0,100,9750.0,2,0,2,0,1,0,0.0,7458,-0.025,0,0,0
109,100_17,19,p1,Pluribus,flop,1,4,1,SB,EP,6c5d,5s7sQd,5c,Js,C,1,1,0,0,100,10250.0,2,0,3,2,2,2,3.0,5432,0.025,0,0,0
110,100_17,20,p2,MrBlue,flop,1,4,2,BB,EP,8d4h,5s7sQd,5c,Js,R,2,1,150,0,100,9750.0,2,0,4,2,2,2,0.0,7186,-0.025,0,0,0
111,100_17,25,p1,Pluribus,flop,2,5,1,SB,EP,6c5d,5s7sQd,5c,Js,C,1,1,0,150,100,10250.0,2,0,3,2,2,2,3.0,5432,0.025,0,0,0
112,100_17,37,p1,Pluribus,turn,1,7,1,SB,EP,6c5d,5s7sQd,5c,Js,C,1,1,0,0,250,10250.0,2,0,3,2,2,2,3.0,2229,0.025,1,0,0
113,100_17,38,p2,MrBlue,turn,1,7,2,BB,EP,8d4h,5s7sQd,5c,Js,C,1,1,0,0,250,9750.0,2,1,4,2,2,2,0.0,5427,-0.025,1,0,0
114,100_17,55,p1,Pluribus,river,1,10,1,SB,EP,6c5d,5s7sQd,5c,Js,R,2,1,750,0,250,10250.0,2,0,3,2,3,3,3.0,2225,0.025,1,0,0
115,100_17,56,p2,MrBlue,river,1,10,2,BB,EP,8d4h,5s7sQd,5c,Js,F,0,0,0,750,250,9750.0,2,1,4,2,3,3,0.0,5408,-0.025,1,0,0
116,100_18,1,p3,MrWhite,preflop,1,1,3,UTG,MP,Ks5h,Qh6cTd,7d,7c,F,0,0,0,100,0,10000.0,6,0,1,0,1,0,3.0,7007,0.0,0,0,0
117,100_18,2,p4,MrPink,preflop,1,1,4,MP,MP,5d9c,Qh6cTd,7d,7c,F,0,0,0,100,0,10000.0,5,0,2,0,1,0,0.5,7444,0.0,0,0,0
118,100_18,3,p5,MrBrown,preflop,1,1,5,CO,LP,2h5c,Qh6cTd,7d,7c,F,0,0,0,100,0,10000.0,4,0,2,0,1,0,0.5,7462,0.0,0,0,0
119,100_18,4,p6,Pluribus,preflop,1,1,6,BTN,LP,3h8s,Qh6cTd,7d,7c,F,0,0,0,100,0,10000.0,3,0,1,0,1,0,0.0,7458,0.0,0,0,0
120,100_18,5,p1,MrBlue,preflop,1,1,1,SB,EP,7hKh,Qh6cTd,7d,7c,C,1,1,0,50,50,10250.0,2,0,1,0,2,0,5.0,7002,0.025,0,0,0
121,100_18,6,p2,MrBlonde,preflop,1,1,2,BB,EP,Jh6d,Qh6cTd,7d,7c,C,1,1,0,0,100,9750.0,2,0,1,0,1,0,1.0,7340,-0.025,0,0,0
122,100_18,19,p1,MrBlue,flop,1,4,1,SB,EP,7hKh,Qh6cTd,7d,7c,C,1,1,0,0,100,10250.0,2,0,3,2,3,1,5.0,6727,0.025,0,0,0
123,100_18,20,p2,MrBlonde,flop,1,4,2,BB,EP,Jh6d,Qh6cTd,7d,7c,C,1,1,0,0,100,9750.0,2,0,3,2,2,1,1.0,5186,-0.025,0,0,0
124,100_18,37,p1,MrBlue,turn,1,7,1,SB,EP,7hKh,Qh6cTd,7d,7c,C,1,1,0,0,100,10250.0,2,0,3,3,3,2,5.0,4922,0.025,0,0,0
125,100_18,38,p2,MrBlonde,turn,1,7,2,BB,EP,Jh6d,Qh6cTd,7d,7c,C,1,1,0,0,100,9750.0,2,0,3,3,3,2,1.0,5186,-0.025,0,0,0
126,100_18,55,p1,MrBlue,river,1,10,1,SB,EP,7hKh,Qh6cTd,7d,7c,R,2,1,150,0,100,10250.0,2,0,3,3,3,2,5.0,2083,0.025,1,0,0
127,100_18,56,p2,MrBlonde,river,1,10,2,BB,EP,Jh6d,Qh6cTd,7d,7c,C,1,1,0,150,100,9750.0,2,0,3,3,3,2,1.0,3163,-0.025,1,0,0
128,100_19,1,p3,MrPink,preflop,1,1,3,UTG,MP,KhTs,2sQs9c,,,F,0,0,0,100,0,10000.0,6,0,2,0,1,0,6.0,6937,0.0,0,0,0
129,100_19,2,p4,MrBrown,preflop,1,1,4,MP,MP,Qh9s,2sQs9c,,,F,0,0,0,100,0,10000.0,5,0,2,0,1,0,5.0,7181,0.0,0,0,0
130,100_19,3,p5,Pluribus,preflop,1,1,5,CO,LP,Th5s,2sQs9c,,,F,0,0,0,100,0,10000.0,4,0,1,0,1,0,0.0,7410,0.0,0,0,0
131,100_19,4,p6,MrBlue,preflop,1,1,6,BTN,LP,7c2d,2sQs9c,,,F,0,0,0,100,0,10000.0,3,0,1,0,1,0,0.0,7462,0.0,0,0,0
132,100_19,5,p1,MrBlonde,preflop,1,1,1,SB,EP,Ac5d,2sQs9c,,,R,2,1,250,50,50,9700.0,2,0,2,0,1,0,5.0,6677,-0.03,0,0,0
133,100_19,6,p2,MrWhite,preflop,1,1,2,BB,EP,Jh8h,2sQs9c,,,C,1,1,0,200,100,10300.0,2,0,2,0,2,0,6.0,7326,0.03,0,0,0
134,100_19,19,p1,MrBlonde,flop,1,4,1,SB,EP,Ac5d,2sQs9c,,,C,1,1,0,0,300,9700.0,2,1,3,2,2,2,5.0,6431,-0.03,0,0,0
135,100_19,20,p2,MrWhite,flop,1,4,2,BB,EP,Jh8h,2sQs9c,,,R,2,1,450,0,300,10300.0,2,0,4,2,2,2,6.0,7040,0.03,0,0,0
136,100_19,25,p1,MrBlonde,flop,2,5,1,SB,EP,Ac5d,2sQs9c,,,F,0,0,0,450,300,9700.0,2,1,3,2,2,2,5.0,6431,-0.03,0,0,0
137,100_2,1,p3,MrBrown,preflop,1,1,3,UTG,MP,9dJh,,,,F,0,0,0,100,0,10000.0,6,0,2,0,1,0,5.0,7306,0.0,0,0,0
138,100_2,2,p4,Pluribus,preflop,1,1,4,MP,MP,7c8h,,,,F,0,0,0,100,0,10000.0,5,0,2,0,1,0,4.0,7453,0.0,0,0,0
139,100_2,3,p5,MrBlue,preflop,1,1,5,CO,LP,2s4c,,,,F,0,0,0,100,0,10000.0,4,0,2,0,1,0,1.0,7462,0.0,0,0,0
140,100_2,4,p6,MrBlonde,preflop,1,1,6,BTN,LP,6sKs,,,,R,2,1,250,100,0,10150.0,3,0,1,0,2,0,5.0,7006,0.015,0,0,0
141,100_2,5,p1,MrWhite,preflop,1,1,1,SB,EP,Jc2c,,,,F,0,0,0,200,50,9950.0,3,0,1,0,2,0,3.0,7341,-0.005,0,0,0
142,100_2,6,p2,MrPink,preflop,1,1,2,BB,EP,2dQh,,,,F,0,0,0,150,100,9900.0,2,0,1,0,1,0,2.0,7216,-0.01,0,0,0
